"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.location","Input.description1","Input.description2","Input.description3","Input.description4","Input.control1","Input.control2","Answer.Answer","Approve","Reject"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3137ONMDKLK1KVFVJ1ERV0A0ZO6EGV","A1QBDIKCMD3YQA","Submitted","Mon May 10 01:13:37 PDT 2021","Mon May 10 01:14:06 PDT 2021","Thu May 13 01:14:06 PDT 2021","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d1"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3E7TUJ2EGH1HDFEN90XXX16SVYU9DO","AK50LYV94E3LL","Submitted","Sun May 09 21:56:15 PDT 2021","Sun May 09 21:57:20 PDT 2021","Wed May 12 21:57:20 PDT 2021","","","","65","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d3"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3HMIGG0U4QLKXLQ404EXAQLITGM8YA","A2TM31UYSYYGNU","Submitted","Sun May 09 22:15:42 PDT 2021","Sun May 09 22:17:05 PDT 2021","Wed May 12 22:17:05 PDT 2021","","","","83","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d4"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3JMSRU9HQN9K2S5Q8WDDV1DAM2PEVD","A247B1NO91D82E","Submitted","Sun May 09 22:50:54 PDT 2021","Sun May 09 22:52:06 PDT 2021","Wed May 12 22:52:06 PDT 2021","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d4"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3M68NM076MMOW6VUTUP5IGWUKYIR66","A3T5UAYFKJBVTA","Submitted","Sun May 09 22:21:11 PDT 2021","Sun May 09 22:22:09 PDT 2021","Wed May 12 22:22:09 PDT 2021","","","","58","8% (1/13)","8% (1/13)","8% (1/13)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d3"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3PDJHANYKAVB7CHRXPDB4CUOXPTH68","ADAPBZICTHW84","Submitted","Mon May 10 00:12:27 PDT 2021","Mon May 10 00:12:39 PDT 2021","Thu May 13 00:12:39 PDT 2021","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d4"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3PJUZCGDJBV5WKIWSSMHB9SRK7X89H","A2IOT3PCS9G5RK","Submitted","Sun May 09 21:55:14 PDT 2021","Sun May 09 21:55:18 PDT 2021","Wed May 12 21:55:18 PDT 2021","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d4"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3VFJCI1K44EQTZK057YRU79JEDVRGK","A2H8COLIKXJRI1","Submitted","Mon May 10 01:09:20 PDT 2021","Mon May 10 01:10:15 PDT 2021","Thu May 13 01:10:15 PDT 2021","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d4"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3WJ1OXY92FVJ13S1KY0H743BQPT8AA","A1T69XE3G9RJDV","Submitted","Mon May 10 00:16:32 PDT 2021","Mon May 10 00:17:11 PDT 2021","Thu May 13 00:17:11 PDT 2021","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d4"
"3Q7TKIAPPXPASXI28VVLDR206LULD2","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","10","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3YGXWBAF75W6BH2XS96VWNDUO6G4CZ","A3R0FRZIEMY65M","Submitted","Sun May 09 23:06:33 PDT 2021","Sun May 09 23:06:39 PDT 2021","Wed May 12 23:06:39 PDT 2021","","","","6","8% (1/13)","8% (1/13)","8% (1/13)","Jesse Ball Dupont Park, Jacksonville, Florida","The is a tree called the Treaty Oak tree which is a truly remarkable tree!","The tree is called the Treaty Oak Tree.","The tree is called the Treaty Oak Tree and is a magnificent sight!","This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.","Sometimes I like to look out of the window and the sunset is very beautiful.","This dish tastes really bad and is way too pricey for its quality.","d1"
"3R6RZGK0YJRGMDPNIVK5DLA3F72VY3","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","11","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","39K0FND3AMUYMSU5EZA0CM46AUIMAC","ADAPBZICTHW84","Submitted","Mon May 10 00:13:57 PDT 2021","Mon May 10 00:14:18 PDT 2021","Thu May 13 00:14:18 PDT 2021","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","The Morris Arboretum, Philadelphia, Pennsylvania","The Morris Arboretum is really beautiful in the spring, with several flourishing trees. They offer special tours in the spring!","The Morris Arboretum is really beautiful in the spring, with several flourishing trees and the best thing is that they offer special tours in the spring.","The Arboretum is open daily except major holidays; advance tickets are required for all visitors including members.","In the spring time you can enjoy one of our special tours of the Morris Arboretum and see all of the beautiful scenery.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","Nice art supplies with pretty colors. They really taste nice.","d1"
"3R6RZGK0YJRGMDPNIVK5DLA3F72VY3","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","11","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3DY4FPOOA639BWAVU2XDU8CT1R3VRV","A3BOGII0UDB3GM","Rejected","Sun May 09 21:50:57 PDT 2021","Sun May 09 21:54:37 PDT 2021","Wed May 12 21:54:37 PDT 2021","","Sun May 09 23:11:56 PDT 2021","Chose quality control question designed to test whether worker is paying attention.","220","50% (1/2)","50% (1/2)","50% (1/2)","The Morris Arboretum, Philadelphia, Pennsylvania","The Morris Arboretum is really beautiful in the spring, with several flourishing trees. They offer special tours in the spring!","The Morris Arboretum is really beautiful in the spring, with several flourishing trees and the best thing is that they offer special tours in the spring.","The Arboretum is open daily except major holidays; advance tickets are required for all visitors including members.","In the spring time you can enjoy one of our special tours of the Morris Arboretum and see all of the beautiful scenery.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","Nice art supplies with pretty colors. They really taste nice.","qc1"
"3R6RZGK0YJRGMDPNIVK5DLA3F72VY3","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","11","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3E47SOBEYVB0JO1CDY8ZQONDTPLCIS","A2H8COLIKXJRI1","Submitted","Mon May 10 01:12:54 PDT 2021","Mon May 10 01:13:34 PDT 2021","Thu May 13 01:13:34 PDT 2021","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","The Morris Arboretum, Philadelphia, Pennsylvania","The Morris Arboretum is really beautiful in the spring, with several flourishing trees. They offer special tours in the spring!","The Morris Arboretum is really beautiful in the spring, with several flourishing trees and the best thing is that they offer special tours in the spring.","The Arboretum is open daily except major holidays; advance tickets are required for all visitors including members.","In the spring time you can enjoy one of our special tours of the Morris Arboretum and see all of the beautiful scenery.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","Nice art supplies with pretty colors. They really taste nice.","d1"
"3R6RZGK0YJRGMDPNIVK5DLA3F72VY3","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","11","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3KKG4CDWKND4DJVUGPW4UXCMILD94N","A3R0FRZIEMY65M","Submitted","Sun May 09 23:07:12 PDT 2021","Sun May 09 23:07:17 PDT 2021","Wed May 12 23:07:17 PDT 2021","","","","5","8% (1/13)","8% (1/13)","8% (1/13)","The Morris Arboretum, Philadelphia, Pennsylvania","The Morris Arboretum is really beautiful in the spring, with several flourishing trees. They offer special tours in the spring!","The Morris Arboretum is really beautiful in the spring, with several flourishing trees and the best thing is that they offer special tours in the spring.","The Arboretum is open daily except major holidays; advance tickets are required for all visitors including members.","In the spring time you can enjoy one of our special tours of the Morris Arboretum and see all of the beautiful scenery.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","Nice art supplies with pretty colors. They really taste nice.","qc1"
"3R6RZGK0YJRGMDPNIVK5DLA3F72VY3","32HMK6WX830KGQ66OYIO5XV1SOHK3D","Answer one multiple choice question about a location and its descriptions.","Please choose the description which best suits the location.","descriptions, writing","$0.03","Sun May 09 21:46:47 PDT 2021","11","BatchId:4436295;OriginalHitTemplateId:928390912;","3600","259200","Sun May 16 21:46:47 PDT 2021","","","3M1CVSFP65KP77SX6SHHTVOBKVFAQN","ADE4283NU45C9","Submitted","Mon May 10 00:17:42 PDT 2021","Mon May 10 00:18:08 PDT 2021","Thu May 13 00:18:08 PDT 2021","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","The Morris Arboretum, Philadelphia, Pennsylvania","The Morris Arboretum is really beautiful in the spring, with several flourishing trees. They offer special tours in the spring!","The Morris Arboretum is really beautiful in the spring, with several flourishing trees and the best thing is that they offer special tours in the spring.","The Arboretum is open daily except major holidays; advance tickets are required for all visitors including members.","In the spring time you can enjoy one of our special tours of the Morris Arboretum and see all of the beautiful scenery.","Bring sunscreen and a warm scarf. You will need it because the temperature here is really cold.","Nice art supplies with pretty colors. They really taste nice.","d1"
